Address,Price,Links,Dates,Details
"Hoyt, Arvada, CO 80002","$275,000 ",https://www.zillow.com/homedetails/Hoyt-Arvada-CO-80002/2058739751_zpid/,"Price cut: $4,000 (Jul 18) From 2023-08-24","7,405 sqft lot"
"73 Canyon Pines Drive Lot 10, Arvada, CO 80403","$1,000,000 ",https://www.zillow.com/homedetails/73-Canyon-Pines-Dr-10-Golden-CO-80403/2058848186_zpid/,168 days on Zillow From 2023-08-24,0.58 acres lot
"30 Canyon Pines Drive Lot 43, Arvada, CO 80403","$525,500 ",https://www.zillow.com/homedetails/30-Canyon-Pines-Dr-43-Golden-CO-80403/2058848357_zpid/,168 days on Zillow From 2023-08-24,0.83 acres lot
"20 Canyon Pines Drive Lot 46, Arvada, CO 80403","$650,000 ",https://www.zillow.com/homedetails/20-Canyon-Pines-Dr-46-Golden-CO-80403/2058848460_zpid/,168 days on Zillow From 2023-08-24,0.68 acres lot
"64 Canyon Pines Drive Lot 4, Arvada, CO 80403","$825,000 ",https://www.zillow.com/homedetails/64-Canyon-Pines-Dr-4-Golden-CO-80403/2058849927_zpid/,169 days on Zillow From 2023-08-24,0.84 acres lot
"63 Canyon Pines Drive Lot 14, Arvada, CO 80403","$1,125,000 ",https://www.zillow.com/homedetails/63-Canyon-Pines-Dr-14-Golden-CO-80403/2058851563_zpid/,169 days on Zillow From 2023-08-24,0.61 acres lot
"7 Canyon Pines Drive Lot 62, Arvada, CO 80403","$575,000 ",https://www.zillow.com/homedetails/7-Canyon-Pines-Dr-62-Golden-CO-80403/2058852330_zpid/,169 days on Zillow From 2023-08-24,0.66 acres lot
"6316 Tennyson Street, Arvada, CO 80003","$1,450,000 ",https://www.zillow.com/homedetails/6316-Tennyson-St-Arvada-CO-80003/13025492_zpid/,3D Tour From 2023-08-24,"4 bds4 ba3,588 sqft"
"7357 W Grandview Avenue Unit 202, Arvada, CO 80002","$695,000 ",https://www.zillow.com/homedetails/7357-W-Grandview-Ave-202-Arvada-CO-80002/2058963080_zpid/,"Price cut: $27,250 (Aug 2) From 2023-08-24",2 bds2 ba953 sqft
"7357 W Grandview Avenue Unit 200, Arvada, CO 80002","$695,000 ",https://www.zillow.com/homedetails/7357-W-Grandview-Ave-200-Arvada-CO-80002/2059150511_zpid/,189 days on Zillow From 2023-08-24,2 bds1 ba953 sqft
"7855 Barbara Ann Drive Unit F, Arvada, CO 80004","$265,000 ",https://www.zillow.com/homedetails/7855-Barbara-Ann-Dr-APT-F-Arvada-CO-80004/13727420_zpid/,"Price cut: $33,500 (Aug 22) From 2023-08-24",2 bds1 ba903 sqft
"6905 W 55th Place, Arvada, CO 80002","$584,900 ",https://www.zillow.com/homedetails/6905-W-55th-Pl-Arvada-CO-80002/13729219_zpid/,"Price cut: $5,000 (Aug 11) From 2023-08-24","3 bds2 ba1,210 sqft"
"4860 Dover Street, Arvada, CO 80002","$2,900,000 ",https://www.zillow.com/homedetails/4860-Dover-St-Arvada-CO-80002/13731306_zpid/,199 days on Zillow From 2023-08-24,3 bds1 ba960 sqft
"7357 W Grandview Avenue Unit 207, Arvada, CO 80002","$650,000 ",https://www.zillow.com/homedetails/7357-W-Grandview-Ave-207-Arvada-CO-80002/2059767156_zpid/,206 days on Zillow From 2023-08-24,2 bds2 ba978 sqft
"0000 Ward Road, Arvada, CO 80002","$320,000 ",https://www.zillow.com/homedetails/0-Ward-Rd-Arvada-CO-80002/2059984440_zpid/,216 days on Zillow From 2023-08-24,0.92 acres lot
"Homes Available Soon, Trailstone City Collection",$--,https://www.zillow.com/community/trailstone-city-collection/2060154431_zpid/,Open: Mon:Closed;Tue:Cl... From 2023-08-24,#NAME?
"Homes Available Soon, Trailstone Destination Collection",$--,https://www.zillow.com/community/trailstone-destination-collection/2060156726_zpid/,Open: Mon:Closed;Tue:Cl... From 2023-08-24,#NAME?
"Homes Available Soon, Trailstone Town Collection",$--,https://www.zillow.com/community/trailstone-town-collection/2060387626_zpid/,Open: Mon:Closed;Tue:Cl... From 2023-08-24,#NAME?
"9459 Gore Loop, Arvada, CO 80007","$1,300,000 ",https://www.zillow.com/homedetails/9459-Gore-Loop-Arvada-CO-80007/121928364_zpid/,55 days on Zillow From 2023-08-24,"5 bds6 ba6,103 sqft"
"7357 Grandview Avenue Unit 204, Arvada, CO 80002","$650,000 ",https://www.zillow.com/homedetails/7357-Grandview-Ave-204-Arvada-CO-80002/2056832689_zpid/,56 days on Zillow From 2023-08-24,"2 bds2 ba1,150 sqft"
"5950 Garland St, Arvada, CO 80004","$660,000 ",https://www.zillow.com/homedetails/5950-Garland-St-Arvada-CO-80004/13726081_zpid/,"Price cut: $25,000 (Aug 10) From 2023-08-24","4 bds2 ba1,872 sqft"
"5144 Queen Court, Arvada, CO 80002","$979,950 ",https://www.zillow.com/homedetails/5144-Queen-Ct-Arvada-CO-80002/334526166_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"4 bds4 ba3,669 sqft"
"5550 W 80th Place Unit 22, Arvada, CO 80003","$210,000 ",https://www.zillow.com/homedetails/5550-W-80th-Pl-APT-22-Arvada-CO-80003/13692836_zpid/,56 days on Zillow From 2023-08-24,1 bd1 ba527 sqft
"13144 W 85th Place, Arvada, CO 80005","$799,999 ",https://www.zillow.com/homedetails/13144-W-85th-Pl-Arvada-CO-80005/13698361_zpid/,3D Tour From 2023-08-24,"4 bds3 ba3,339 sqft"
"7875 Zinnia Street, Arvada, CO 80005","$899,999 ",https://www.zillow.com/homedetails/7875-Zinnia-St-Arvada-CO-80005/68055681_zpid/,Open: Sat. 11am-1pm From 2023-08-24,"3 bds3 ba3,802 sqft"
"18426 W 83rd Drive, Arvada, CO 80007","$949,000 ",https://www.zillow.com/homedetails/18426-W-83rd-Dr-Arvada-CO-80007/121674686_zpid/,"Price cut: $26,000 (Aug 17) From 2023-08-24","4 bds3 ba3,764 sqft"
"8690 Yule Street, Arvada, CO 80007","$965,000 ",https://www.zillow.com/homedetails/8690-Yule-St-Arvada-CO-80007/121928559_zpid/,"Price cut: $20,000 (Jul 18) From 2023-08-24","4 bds4 ba4,055 sqft"
"9384 Yankee Way, Arvada, CO 80007","$950,000 ",https://www.zillow.com/homedetails/9384-Yankee-Way-Arvada-CO-80007/121337465_zpid/,"Price cut: $15,000 (Aug 1) From 2023-08-24","4 bds4 ba4,360 sqft"
"15429 W 95th Place, Arvada, CO 80007","$1,075,000 ",https://www.zillow.com/homedetails/15429-W-95th-Pl-Arvada-CO-80007/119084022_zpid/,"Price cut: $25,000 (Aug 3) From 2023-08-24","5 bds4 ba4,254 sqft"
"8536 Eaton Street, Arvada, CO 80003","$619,000 ",https://www.zillow.com/homedetails/8536-Eaton-St-Arvada-CO-80003/13691069_zpid/,64 days on Zillow From 2023-08-24,"4 bds3 ba2,352 sqft"
"8846 Gore Street, Arvada, CO 80007","$749,000 ",https://www.zillow.com/homedetails/8846-Gore-St-Arvada-CO-80007/123601144_zpid/,64 days on Zillow From 2023-08-24,"2 bds2 ba3,938 sqft"
"8180 3rd Avenue, Arvada, CO 80007","$550,000 ",https://www.zillow.com/homedetails/8180-3rd-Ave-Arvada-CO-80007/13677744_zpid/,"Price cut: $49,000 (Aug 3) From 2023-08-24","3 bds3 ba2,217 sqft"
"6011 Yarrow Street Unit G, Arvada, CO 80004","$295,000 ",https://www.zillow.com/homedetails/6011-Yarrow-St-APT-G-Arvada-CO-80004/13727385_zpid/,68 days on Zillow From 2023-08-24,2 bds2 ba903 sqft
"6353 Vrain Street, Arvada, CO 80003","$620,000 ",https://www.zillow.com/homedetails/6353-Vrain-St-Arvada-CO-80003/13026254_zpid/,3D Tour From 2023-08-24,"3 bds3 ba2,436 sqft"
"15354 W 73rd Avenue, Arvada, CO 80007","$1,160,000 ",https://www.zillow.com/homedetails/15354-W-73rd-Ave-Arvada-CO-80007/13678275_zpid/,3D Tour From 2023-08-24,"5 bds4 ba5,590 sqft"
"5936 Newcombe Court, Arvada, CO 80004","$799,000 ",https://www.zillow.com/homedetails/5936-Newcombe-Ct-Arvada-CO-80004/13724962_zpid/,"Price cut: $40,500 (Jul 20) From 2023-08-24","4 bds6 ba3,242 sqft"
"7444 W 70th Avenue, Arvada, CO 80003","$799,000 ",https://www.zillow.com/homedetails/7444-W-70th-Ave-Arvada-CO-80003/61476531_zpid/,3D Tour From 2023-08-24,"3 bds3 ba3,413 sqft"
"5283 Union Court Unit 3, Arvada, CO 80002","$539,500 ",https://www.zillow.com/homedetails/5283-Union-Ct-UNIT-3-Arvada-CO-80002/13731595_zpid/,"Price cut: $5,500 (Aug 15) From 2023-08-24","3 bds3 ba2,912 sqft"
"6839 Zenobia Street Unit 1, Arvada, CO 80030","$424,950 ",https://www.zillow.com/homedetails/6839-Zenobia-St-UNIT-1-Westminster-CO-80030/13025137_zpid/,"Price cut: $10,050 (Jul 27) From 2023-08-24","2 bds3 ba1,836 sqft"
"11035 W 72nd Place, Arvada, CO 80005","$803,450 ",https://www.zillow.com/homedetails/11035-W-72nd-Ave-Arvada-CO-80005/338449235_zpid/,Open: F: 12:00 PM-5:00 ... From 2023-08-24,"3 bds2 ba1,672 sqft"
"8610 Yank Court, Arvada, CO 80005","$850,000 ",https://www.zillow.com/homedetails/8610-Yank-Ct-Arvada-CO-80005/13698551_zpid/,"Price cut: $30,000 (Aug 20) From 2023-08-24","3 bds3 ba2,001 sqft"
"18146 W 83rd Drive, Arvada, CO 80007","$1,050,000 ",https://www.zillow.com/homedetails/18146-W-83rd-Dr-Arvada-CO-80007/121928620_zpid/,"Price cut: $50,000 (Jul 7) From 2023-08-24","4 bds4 ba4,274 sqft"
"6907 Grandview Ave, Arvada, CO 80002","$1,149,999 ",https://www.zillow.com/homedetails/6907-Grandview-Ave-Arvada-CO-80002/13727840_zpid/,3D Tour From 2023-08-24,"4 bds3 ba3,603 sqft"
"12186 W 69th Avenue, Arvada, CO 80004","$698,000 ",https://www.zillow.com/homedetails/12186-W-69th-Ave-Arvada-CO-80004/13718946_zpid/,"Price cut: $17,000 (Jun 30) From 2023-08-24","7 bds4 ba3,269 sqft"
"13300 W 72nd Avenue, Arvada, CO 80005","$2,400,000 ",https://www.zillow.com/homedetails/13300-W-72nd-Ave-Arvada-CO-80005/13720206_zpid/,"Price cut: $300,000 (Jul 6) From 2023-08-24","4 bds3 ba5,200 sqft"
"6642 Zinnia Street, Arvada, CO 80004","$643,000 ",https://www.zillow.com/homedetails/6642-Zinnia-St-Arvada-CO-80004/13719294_zpid/,Open: Thu. 8am-7:30pm From 2023-08-24,"5 bds3 ba2,464 sqft"
"8697 Garrison Court, Arvada, CO 80005","$575,000 ",https://www.zillow.com/homedetails/8697-Garrison-Ct-Arvada-CO-80005/13695817_zpid/,83 days on Zillow From 2023-08-24,"3 bds3 ba2,508 sqft"
"17822 W 83rd Place, Arvada, CO 80007","$1,215,000 ",https://www.zillow.com/homedetails/17822-W-83rd-Pl-Arvada-CO-80007/119083546_zpid/,3D Tour From 2023-08-24,"4 bds4 ba4,755 sqft"
"Lot 6 Dover Street, Arvada, CO 80002","$285,000 ",https://www.zillow.com/homedetails/LOT-6-Dover-St-Arvada-CO-80002/2057400358_zpid/,84 days on Zillow From 2023-08-24,"9,195 sqft lot"
"Plan A Plan, Candelas Townhomes","$509,900+",https://www.zillow.com/community/candelas-townhomes/2057460962_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"2 bds3 ba1,526 sqft"
"Plan F Plan, Candelas Townhomes","$489,900+",https://www.zillow.com/community/candelas-townhomes/2057460963_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"2 bds3 ba1,306 sqft"
"Plan B Plan, Candelas Townhomes","$529,900+",https://www.zillow.com/community/candelas-townhomes/2057464911_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"3 bds3 ba1,518 sqft"
"Plan E Plan, Candelas Townhomes","$574,900+",https://www.zillow.com/community/candelas-townhomes/2057464912_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"3 bds3 ba1,998 sqft"
"Plan M Plan, Candelas Townhomes","$564,900+",https://www.zillow.com/community/candelas-townhomes/2057464913_zpid/,Open: Pre-Sales Anticip... From 2023-08-24,"3 bds3 ba1,998 sqft"
"6526 Umber Circle, Arvada, CO 80007","$775,000 ",https://www.zillow.com/homedetails/6526-Umber-Cir-Arvada-CO-80007/68058291_zpid/,Open: Fri. 4:30am-7pm From 2023-08-24,"3 bds2 ba4,154 sqft"
"5368 Routt Street Unit B, Arvada, CO 80002","$569,950 ",https://www.zillow.com/homedetails/5368-Routt-St-B-Arvada-CO-80002/334526394_zpid/,Open: M: 10:00 AM-6:00 ... From 2023-08-24,"3 bds3 ba1,475 sqft"
"6208 N Ingalls Street, Arvada, CO 80003","$625,000 ",https://www.zillow.com/homedetails/6208-Ingalls-St-Arvada-CO-80003/13728404_zpid/,91 days on Zillow From 2023-08-24,"5 bds2 ba2,072 sqft"
"18221 W 95th Place, Arvada, CO 80007","$1,175,000 ",https://www.zillow.com/homedetails/18221-W-95th-Pl-Arvada-CO-80007/249094863_zpid/,3D Tour From 2023-08-24,"5 bds4 ba5,506 sqft"
"26 N Moffat Road Lot 84, Arvada, CO 80403","$739,000 ",https://www.zillow.com/homedetails/26-N-Moffat-Rd-84-Golden-CO-80403/2057536066_zpid/,92 days on Zillow From 2023-08-24,0.87 acres lot
